Last_Three_Digits,Date,Month,Years,First_Price,Last_Two_Digits_Upper,Three_Digits_Upper,Last_Two_Digits_Under,Datetime,day_of_week,weekday_name
091 996 003 246,16,9,2553,17422,22,422,66,2010-09-16,3,พฤหัสบดี
103 316 431 075,1,9,2553,354656,56,656,11,2010-09-01,2,พุธ
784 570 656 096,16,8,2553,911097,97,97,64,2010-08-16,0,จันทร์
986 578 448 689,1,8,2553,210008,8,8,10,2010-08-01,6,อาทิตย์
769 182 727 191,16,7,2553,180387,87,387,34,2010-07-16,4,ศุกร์
309 219 572 024,1,7,2553,480239,39,239,68,2010-07-01,3,พฤหัสบดี
893 450 918 961,16,6,2553,500104,4,104,73,2010-06-16,2,พุธ
200 628 681 816,1,6,2553,444874,74,874,81,2010-06-01,1,อังคาร
374 298 996 673,16,5,2553,480012,12,12,12,2010-05-16,6,อาทิตย์
293 151 770 008,2,5,2553,360371,71,371,6,2010-05-02,6,อาทิตย์
382 040 517 618,16,4,2553,211743,43,743,96,2010-04-16,4,ศุกร์
811 744 154 285,1,4,2553,959517,17,517,22,2010-04-01,3,พฤหัสบดี
174 663 447 040,16,3,2553,364222,22,222,97,2010-03-16,1,อังคาร
619 996 229 756,1,3,2553,215227,27,227,97,2010-03-01,0,จันทร์
457 627 374 470,16,2,2553,133707,7,707,3,2010-02-16,1,อังคาร
137 026 362 985,1,2,2553,186312,12,312,14,2010-02-01,0,จันทร์
936 577 694 403,16,1,2553,73577,77,577,67,2010-01-16,5,เสาร์
413 459 781 646,30,12,2552,994304,4,304,87,2009-12-30,2,พุธ
993 337 419 598,16,12,2552,685141,41,141,5,2009-12-16,2,พุธ
694 775 524 142,1,12,2552,776980,80,980,59,2009-12-01,1,อังคาร
937 188 412 252,16,11,2552,55986,86,986,58,2009-11-16,0,จันทร์
299 952 072 536,1,11,2552,689140,40,140,85,2009-11-01,6,อาทิตย์
366 923 642 465,16,10,2552,258487,87,487,0,2009-10-16,4,ศุกร์
174 135 226 122,1,10,2552,169387,87,387,6,2009-10-01,3,พฤหัสบดี
249 435 714 255,16,9,2552,202912,12,912,48,2009-09-16,2,พุธ
200 353 539 166,1,9,2552,15865,65,865,32,2009-09-01,1,อังคาร
435 447 446 924,16,8,2552,462933,33,933,96,2009-08-16,6,อาทิตย์
843 292 577 658,1,8,2552,154986,86,986,92,2009-08-01,5,เสาร์
688 239 421 374,16,7,2552,816,16,816,94,2009-07-16,3,พฤหัสบดี
005 177 356 836,1,7,2552,207542,42,542,66,2009-07-01,2,พุธ
233 107 799 385,16,6,2552,930456,56,456,15,2009-06-16,1,อังคาร
125 044 954 179,1,6,2552,777661,61,661,26,2009-06-01,0,จันทร์
242 097 240 642,16,5,2552,111411,11,411,54,2009-05-16,5,เสาร์
368 838 362 892,2,5,2552,294452,52,452,11,2009-05-02,5,เสาร์
222 549 947 301,16,4,2552,368415,15,415,33,2009-04-16,3,พฤหัสบดี
954 179 007 570,1,4,2552,816578,78,578,50,2009-04-01,2,พุธ
572 363 113 044,16,3,2552,268812,12,812,36,2009-03-16,0,จันทร์
228 929 424 063,1,3,2552,553091,91,91,67,2009-03-01,6,อาทิตย์
224 238 665 295,16,2,2552,38730,30,730,93,2009-02-16,0,จันทร์
961 939 115 434,1,2,2552,534533,33,533,69,2009-02-01,6,อาทิตย์
660 777 015 427,16,1,2552,743212,12,212,25,2009-01-16,4,ศุกร์
266 800 842 885,30,12,2551,218596,96,596,22,2008-12-30,1,อังคาร
094 197 831 984,16,12,2551,74114,14,114,25,2008-12-16,1,อังคาร
305 715 803 959,1,12,2551,205434,34,434,5,2008-12-01,0,จันทร์
013 260 617 957,16,11,2551,2612,12,612,20,2008-11-16,6,อาทิตย์
068 589 824 877,1,11,2551,272028,28,28,76,2008-11-01,5,เสาร์
285 333 421 929,16,10,2551,431277,77,277,98,2008-10-16,3,พฤหัสบดี
324 526 644 648,1,10,2551,882911,11,911,67,2008-10-01,2,พุธ
204 302 311 395,16,9,2551,12377,77,377,56,2008-09-16,1,อังคาร
378 534 557 691,1,9,2551,695993,93,993,9,2008-09-01,0,จันทร์
027 206 413 904,16,8,2551,380377,77,377,36,2008-08-16,5,เสาร์
161 445 457 744,1,8,2551,850348,48,348,11,2008-08-01,4,ศุกร์
236 386 408 913,16,7,2551,257374,74,374,41,2008-07-16,2,พุธ
344 401 486 576,1,7,2551,943671,71,671,50,2008-07-01,1,อังคาร
096 287 490 523,16,6,2551,729111,11,111,75,2008-06-16,0,จันทร์
339 345 639 870,1,6,2551,414875,75,875,35,2008-06-01,6,อาทิตย์
370 666 747 916,16,5,2551,329231,31,231,69,2008-05-16,4,ศุกร์
193 120 355 214,2,5,2551,453011,11,11,62,2008-05-02,4,ศุกร์
001 133 001 792,16,4,2551,982800,0,800,64,2008-04-16,2,พุธ
802 584 043 008,1,4,2551,12653,53,653,71,2008-04-01,1,อังคาร
124 195 200 586,16,3,2551,74946,46,946,33,2008-03-16,6,อาทิตย์
077 974 085 158,1,3,2551,936685,85,685,5,2008-03-01,5,เสาร์
056 085 371 691,16,2,2551,137054,54,54,80,2008-02-16,5,เสาร์
344 512 630 892,1,2,2551,212684,84,684,26,2008-02-01,4,ศุกร์
311 472 732 796,16,1,2551,556010,10,10,81,2008-01-16,2,พุธ
413 548 942 965,30,12,2550,595411,11,411,81,2007-12-30,6,อาทิตย์
267 490 741 787,16,12,2550,513501,1,501,96,2007-12-16,6,อาทิตย์
425 432 460 702,1,12,2550,113410,10,410,18,2007-12-01,5,เสาร์
418 485 627 659,16,11,2550,562481,81,481,73,2007-11-16,4,ศุกร์
130 198 752 844,1,11,2550,927907,7,907,88,2007-11-01,3,พฤหัสบดี
213 277 524 648,16,10,2550,32988,88,988,48,2007-10-16,1,อังคาร
158 663 685 846,1,10,2550,430667,67,667,76,2007-10-01,0,จันทร์
090 104 126 667,16,9,2550,499336,36,336,45,2007-09-16,6,อาทิตย์
247 273 604 608,1,9,2550,331810,10,810,69,2007-09-01,5,เสาร์
293 505 518 520,16,8,2550,476207,7,207,93,2007-08-16,3,พฤหัสบดี
234 236 312 424,1,8,2550,429924,24,924,29,2007-08-01,2,พุธ
006 048 885 962,16,7,2550,527384,84,384,77,2007-07-16,0,จันทร์
105 183 334 947,1,7,2550,565151,51,151,76,2007-07-01,6,อาทิตย์
146 287 638 949,16,6,2550,393194,94,194,41,2007-06-16,5,เสาร์
989 907 424 589,1,6,2550,836393,93,393,5,2007-06-01,4,ศุกร์
739 242 523 433,16,5,2550,232897,97,897,25,2007-05-16,2,พุธ
924 858 751 585,2,5,2550,430374,74,374,81,2007-05-02,2,พุธ
553 442 881 729,16,4,2550,405105,5,105,63,2007-04-16,0,จันทร์
013 987 866 522,1,4,2550,622780,80,780,93,2007-04-01,6,อาทิตย์
677 794 814 022,16,3,2550,876763,63,763,85,2007-03-16,4,ศุกร์
191 001 906 350,1,3,2550,742425,25,425,61,2007-03-01,3,พฤหัสบดี
949 294 942 801,16,2,2550,277859,59,859,95,2007-02-16,4,ศุกร์
625 607 979 384,1,2,2550,769925,25,925,56,2007-02-01,3,พฤหัสบดี
893 239 287 865,16,1,2550,838739,39,739,55,2007-01-16,1,อังคาร
293 263 845 803,30,12,2549,778584,84,584,7,2006-12-30,5,เสาร์
811 403 164 971,16,12,2549,147977,77,977,45,2006-12-16,5,เสาร์
439 694 647 197,1,12,2549,270052,52,52,12,2006-12-01,4,ศุกร์
621 462 091 236,16,11,2549,562856,56,856,94,2006-11-16,3,พฤหัสบดี
508 307 680 347,1,11,2549,910957,57,957,29,2006-11-01,2,พุธ
647 739 137 905,16,10,2549,264825,25,825,58,2006-10-16,0,จันทร์
903 092 358 832,1,10,2549,952335,35,335,92,2006-10-01,6,อาทิตย์
007 804 879 951,16,9,2549,217948,48,948,41,2006-09-16,5,เสาร์
916 290 864 121,1,9,2549,381761,61,761,44,2006-09-01,4,ศุกร์
600 693 093 626,16,8,2549,977486,86,486,91,2006-08-16,2,พุธ
221 305 230 103,1,8,2549,238654,54,654,88,2006-08-01,1,อังคาร
847 005 817 487,16,7,2549,512434,34,434,48,2006-07-16,6,อาทิตย์
989 098 518 432,1,7,2549,952890,90,890,65,2006-07-01,5,เสาร์
126 183 017 839,16,6,2549,100935,35,935,17,2006-06-16,4,ศุกร์
381 410 595 250,1,6,2549,810850,50,850,99,2006-06-01,3,พฤหัสบดี
526 149 382 664,16,5,2549,100344,44,344,71,2006-05-16,1,อังคาร
386 463 811 696,2,5,2549,24554,54,554,27,2006-05-02,1,อังคาร
006 438 082 117,16,4,2549,38564,64,564,49,2006-04-16,6,อาทิตย์
210 442 769 877,1,4,2549,738365,65,365,95,2006-04-01,5,เสาร์
064 955 301 522,16,3,2549,936177,77,177,30,2006-03-16,3,พฤหัสบดี
486 185 205 320,1,3,2549,582473,73,473,43,2006-03-01,2,พุธ
586 801 108 914,16,2,2549,317009,9,9,66,2006-02-16,3,พฤหัสบดี
784 240 135 280,1,2,2549,412729,29,729,87,2006-02-01,2,พุธ
915 720 149 384,16,1,2549,432747,47,747,79,2006-01-16,0,จันทร์
222 789 965 200,30,12,2548,492955,55,955,94,2005-12-30,4,ศุกร์
066 308 742 150,16,12,2548,449565,65,565,86,2005-12-16,4,ศุกร์
802 162 958 994,1,12,2548,388551,51,551,17,2005-12-01,3,พฤหัสบดี
072 764 027 770,16,11,2548,742518,18,518,80,2005-11-16,2,พุธ
502 741 887 137,1,11,2548,970577,77,577,98,2005-11-01,1,อังคาร
171 375 009 216,16,10,2548,41072,72,72,71,2005-10-16,6,อาทิตย์
346 913 410 269,1,10,2548,766482,82,482,24,2005-10-01,5,เสาร์
766 551 792 275,16,9,2548,214768,68,768,10,2005-09-16,4,ศุกร์
498 282 124 057,1,9,2548,316933,33,933,17,2005-09-01,3,พฤหัสบดี
123 338 969 047,16,8,2548,475560,60,560,68,2005-08-16,1,อังคาร
272 844 103 915,1,8,2548,961633,33,633,26,2005-08-01,0,จันทร์
055 152 386 272,16,7,2548,477452,52,452,13,2005-07-16,5,เสาร์
757 150 460 642,1,7,2548,9554,54,554,87,2005-07-01,4,ศุกร์
798 427 641 244,16,6,2548,793070,70,70,44,2005-06-16,3,พฤหัสบดี
806 021 074 605,1,6,2548,176893,93,893,35,2005-06-01,2,พุธ
176 579 616 405,16,5,2548,867134,34,134,97,2005-05-16,0,จันทร์
376 648 465 693,2,5,2548,772467,67,467,43,2005-05-02,0,จันทร์
017 383 815 073,16,4,2548,119327,27,327,10,2005-04-16,5,เสาร์
081 968 346 627,1,4,2548,815753,53,753,69,2005-04-01,4,ศุกร์
482 381 224 807,16,3,2548,196345,45,345,3,2005-03-16,2,พุธ
073 601 783 394,1,3,2548,800751,51,751,93,2005-03-01,1,อังคาร
681 714 998 669,16,2,2548,816422,22,422,53,2005-02-16,2,พุธ
086 356 192 065,1,2,2548,540054,54,54,34,2005-02-01,1,อังคาร
389 180 863 571,16,1,2548,335022,22,22,8,2005-01-16,6,อาทิตย์
689 291 039 479,30,12,2547,168858,58,858,28,2004-12-30,3,พฤหัสบดี
221 603 627 179,16,12,2547,479372,72,372,17,2004-12-16,3,พฤหัสบดี
288 075 999 183,1,12,2547,504658,58,658,69,2004-12-01,2,พุธ
139 014 984 691,16,11,2547,754622,22,622,64,2004-11-16,1,อังคาร
918 019 744 904,1,11,2547,185966,66,966,23,2004-11-01,0,จันทร์
862 137 745 661,16,10,2547,355858,58,858,62,2004-10-16,5,เสาร์
162 200 438 890,1,10,2547,110866,66,866,66,2004-10-01,4,ศุกร์
200 547 781 806,16,9,2547,923373,73,373,59,2004-09-16,3,พฤหัสบดี
295 888 774 867,1,9,2547,96597,97,597,70,2004-09-01,2,พุธ
709 929 014 456,16,8,2547,335921,21,921,59,2004-08-16,0,จันทร์
114 082 559 288,2,8,2547,868990,90,990,45,2004-08-02,0,จันทร์
956 811 510 377,16,7,2547,205588,88,588,25,2004-07-16,4,ศุกร์
696 726 461 154,1,7,2547,312471,71,471,66,2004-07-01,3,พฤหัสบดี
313 598 664 261,16,6,2547,208713,13,713,87,2004-06-16,2,พุธ
414 911 459 986,1,6,2547,614144,44,144,72,2004-06-01,1,อังคาร
990 776 425 992,16,5,2547,589207,7,207,13,2004-05-16,6,อาทิตย์
492 992 526 253,2,5,2547,653403,3,403,91,2004-05-02,6,อาทิตย์
385 550 822 101,16,4,2547,705832,32,832,12,2004-04-16,4,ศุกร์
008 966 634 721,1,4,2547,196391,91,391,62,2004-04-01,3,พฤหัสบดี
808 918 257 851,16,3,2547,615366,66,366,69,2004-03-16,1,อังคาร
779 094 478 830,1,3,2547,697483,83,483,50,2004-03-01,0,จันทร์
610 510 759 206,16,2,2547,698002,2,2,0,2004-02-16,0,จันทร์
877 309 798 072,1,2,2547,216822,22,822,77,2004-02-01,6,อาทิตย์
361 242 769 765,16,1,2547,731342,42,342,96,2004-01-16,4,ศุกร์
025 357 926 391,30,12,2546,739447,47,447,64,2003-12-30,1,อังคาร
654 435 743 216,16,12,2546,177947,47,947,87,2003-12-16,1,อังคาร
676 847 735 571,1,12,2546,991307,7,307,78,2003-12-01,0,จันทร์
945 719 559 217,16,11,2546,238511,11,511,68,2003-11-16,6,อาทิตย์
155 767 594 474,1,11,2546,941438,38,438,47,2003-11-01,5,เสาร์
866 156 216 264,16,10,2546,305500,0,500,3,2003-10-16,3,พฤหัสบดี
109 012 084 470,1,10,2546,912040,40,40,43,2003-10-01,2,พุธ
407 100 379 563,16,9,2546,600589,89,589,53,2003-09-16,1,อังคาร
909 356 996 494,1,9,2546,187813,13,813,92,2003-09-01,0,จันทร์
661 918 793 249,16,8,2546,354771,71,771,0,2003-08-16,5,เสาร์
496 271 206 624,1,8,2546,766098,98,98,91,2003-08-01,4,ศุกร์
733 856 007 460,16,7,2546,679545,45,545,75,2003-07-16,2,พุธ
049 589 281 363,1,7,2546,461414,14,414,91,2003-07-01,1,อังคาร
151 878 395 282,16,6,2546,389872,72,872,29,2003-06-16,0,จันทร์
605 995 922 006,1,6,2546,766066,66,66,36,2003-06-01,6,อาทิตย์
083 523 354 686,16,5,2546,552784,84,784,20,2003-05-16,4,ศุกร์
608 048 699 362,2,5,2546,135603,3,603,12,2003-05-02,4,ศุกร์
498 870 386 522,16,4,2546,892525,25,525,21,2003-04-16,2,พุธ
933 906 796 823,1,4,2546,933164,64,164,86,2003-04-01,1,อังคาร
467 863 732 902,16,3,2546,653062,62,62,64,2003-03-16,6,อาทิตย์
820 208 702 038,1,3,2546,441022,22,22,42,2003-03-01,5,เสาร์
322 026 707 628,17,2,2546,455578,78,578,61,2003-02-17,0,จันทร์
805 496 980 857,1,2,2546,456370,70,370,94,2003-02-01,5,เสาร์
661 429 806 229,16,1,2546,977085,85,85,6,2003-01-16,3,พฤหัสบดี
441 535 519 262,30,12,2545,895196,96,196,95,2002-12-30,0,จันทร์
191 116 689 609,16,12,2545,19682,82,682,67,2002-12-16,0,จันทร์
616 312 075 849,1,12,2545,968422,22,422,37,2002-12-01,6,อาทิตย์
298 088 337 809,16,11,2545,915344,44,344,55,2002-11-16,5,เสาร์
191 843 789 906,1,11,2545,505498,98,498,25,2002-11-01,4,ศุกร์
341 297 747 383,16,10,2545,428641,41,641,51,2002-10-16,2,พุธ
150 401 244 177,1,10,2545,802505,5,505,72,2002-10-01,1,อังคาร
864 567 358 189,16,9,2545,156050,50,50,85,2002-09-16,0,จันทร์
056 889 823 169,1,9,2545,994200,0,200,51,2002-09-01,6,อาทิตย์
126 799 046 395,16,8,2545,120108,8,108,57,2002-08-16,4,ศุกร์
705 173 953 147,1,8,2545,493438,38,438,88,2002-08-01,3,พฤหัสบดี
269 645 544 529,16,7,2545,340264,64,264,69,2002-07-16,1,อังคาร
304 632 539 034,1,7,2545,481447,47,447,24,2002-07-01,0,จันทร์
195 517 763 802,16,6,2545,73261,61,261,7,2002-06-16,6,อาทิตย์
472 156 662 845,1,6,2545,161149,49,149,2,2002-06-01,5,เสาร์
879 643 328 485,16,5,2545,598714,14,714,76,2002-05-16,3,พฤหัสบดี
765 725 394 508,2,5,2545,590664,64,664,56,2002-05-02,3,พฤหัสบดี
764 739 695 503,16,4,2545,522630,30,630,37,2002-04-16,1,อังคาร
586 949 997 085,1,4,2545,990543,43,543,57,2002-04-01,0,จันทร์
971 430 225 456,16,3,2545,659152,52,152,4,2002-03-16,5,เสาร์
370 066 707 943,1,3,2545,805590,90,590,55,2002-03-01,4,ศุกร์
748 715 434 856,16,2,2545,330853,53,853,92,2002-02-16,5,เสาร์
167 820 088 769,1,2,2545,633270,70,270,40,2002-02-01,4,ศุกร์
956 414 621 859,16,1,2545,709670,70,670,14,2002-01-16,2,พุธ
895 116 434 109,30,12,2544,729367,67,367,64,2001-12-30,6,อาทิตย์
873 974 611 107,16,12,2544,224675,75,675,19,2001-12-16,6,อาทิตย์
887 538 363 902,1,12,2544,737022,22,22,49,2001-12-01,5,เสาร์
713 461 773 925,16,11,2544,685706,6,706,74,2001-11-16,4,ศุกร์
339 976 600 275,1,11,2544,683472,72,472,52,2001-11-01,3,พฤหัสบดี
392 081 694 431,16,10,2544,975005,5,5,48,2001-10-16,1,อังคาร
070 626 110 670,1,10,2544,104154,54,154,15,2001-10-01,0,จันทร์
827 303 287 058,16,9,2544,616426,26,426,82,2001-09-16,6,อาทิตย์
995 806 291 089,1,9,2544,119067,67,67,14,2001-09-01,5,เสาร์
145 294 218 532,16,8,2544,690135,35,135,10,2001-08-16,3,พฤหัสบดี
217 717 900 588,1,8,2544,180597,97,597,11,2001-08-01,2,พุธ
602 086 864 848,16,7,2544,820715,15,715,50,2001-07-16,0,จันทร์
250 171 282 767,1,7,2544,107987,87,987,34,2001-07-01,6,อาทิตย์
364 296 985 546,16,6,2544,762394,94,394,75,2001-06-16,5,เสาร์
550 395 606 922,1,6,2544,113311,11,311,80,2001-06-01,4,ศุกร์
490 983 310 920,16,5,2544,91982,82,982,61,2001-05-16,2,พุธ
437 507 055 080,2,5,2544,205095,95,95,64,2001-05-02,2,พุธ
980 543 294 099,16,4,2544,140843,43,843,28,2001-04-16,0,จันทร์
031 952 800 378,1,4,2544,640998,98,998,49,2001-04-01,6,อาทิตย์
600 061 407 877,16,3,2544,633616,16,616,45,2001-03-16,4,ศุกร์
400 773 903 350,1,3,2544,836537,37,537,85,2001-03-01,3,พฤหัสบดี
356 147 292 380,16,2,2544,621267,67,267,47,2001-02-16,4,ศุกร์
155 275 673 305,1,2,2544,454703,3,703,13,2001-02-01,3,พฤหัสบดี
089 437 245 063,16,1,2544,737016,16,16,36,2001-01-16,1,อังคาร
358 515 778 035,30,12,2543,119451,51,451,31,2000-12-30,5,เสาร์
600 763 985 357,16,12,2543,969676,76,676,91,2000-12-16,5,เสาร์
555 267 313 605,1,12,2543,887956,56,956,56,2000-12-01,4,ศุกร์
454 664 170 933,16,11,2543,565311,11,311,10,2000-11-16,3,พฤหัสบดี
494 381 044 304,1,11,2543,93182,82,182,90,2000-11-01,2,พุธ
046 606 818 407,16,10,2543,620662,62,662,39,2000-10-16,0,จันทร์
276 607 133 372,1,10,2543,290582,82,582,26,2000-10-01,6,อาทิตย์
690 436 618 070,16,9,2543,46251,51,251,5,2000-09-16,5,เสาร์
933 806 860 230,1,9,2543,437367,67,367,52,2000-09-01,4,ศุกร์
952 290 365 474,16,8,2543,459013,13,13,57,2000-08-16,2,พุธ
087 378 155 120,1,8,2543,267540,40,540,18,2000-08-01,1,อังคาร
881 930 665 463,16,7,2543,931342,42,342,43,2000-07-16,6,อาทิตย์
397 237 739 656,1,7,2543,674071,71,71,29,2000-07-01,5,เสาร์
946 761 689 190,16,6,2543,825696,96,696,57,2000-06-16,4,ศุกร์
592 832 311 771,1,6,2543,592761,61,761,16,2000-06-01,3,พฤหัสบดี
716 705 981 810,16,5,2543,9315,15,315,56,2000-05-16,1,อังคาร
226 035 929 174,2,5,2543,70715,15,715,20,2000-05-02,1,อังคาร
422 287 979 740,16,4,2543,836777,77,777,63,2000-04-16,6,อาทิตย์
950 273 131 362,1,4,2543,963948,48,948,99,2000-04-01,5,เสาร์
477 535 511 018,16,3,2543,164311,11,311,65,2000-03-16,3,พฤหัสบดี
009 460 071 326,1,3,2543,997833,33,833,63,2000-03-01,2,พุธ
817 250 627 416,16,2,2543,729816,16,816,91,2000-02-16,2,พุธ
631 916 618 181,1,2,2543,530213,13,213,85,2000-02-01,1,อังคาร
109 926 094 597,16,1,2543,442183,83,183,82,2000-01-16,6,อาทิตย์
540 950 269 847,30,12,2542,51108,8,108,3,1999-12-30,3,พฤหัสบดี
061 263 540 301,16,12,2542,139853,53,853,30,1999-12-16,3,พฤหัสบดี
131 688 143 656,1,12,2542,669281,81,281,79,1999-12-01,2,พุธ
952 896 999 999,16,11,2542,764354,54,354,14,1999-11-16,1,อังคาร
978 723 324 293,1,11,2542,561335,35,335,3,1999-11-01,0,จันทร์
655 882 570 141,16,10,2542,410227,27,227,28,1999-10-16,5,เสาร์
468 304 750 467,1,10,2542,830676,76,676,80,1999-10-01,4,ศุกร์
287 215 167 234,16,9,2542,807506,6,506,46,1999-09-16,3,พฤหัสบดี
593 268 283 734,1,9,2542,591344,44,344,33,1999-09-01,2,พุธ
261 237 275 861,16,8,2542,340998,98,998,65,1999-08-16,0,จันทร์
696 333 371 111,1,8,2542,56860,60,860,98,1999-08-01,6,อาทิตย์
688 064 303 994,16,7,2542,70416,16,416,3,1999-07-16,4,ศุกร์
138 349 343 004,1,7,2542,386441,41,441,67,1999-07-01,3,พฤหัสบดี
152 987 001 211,16,6,2542,278794,94,794,63,1999-06-16,2,พุธ
917 422 859 742,1,6,2542,77626,26,626,8,1999-06-01,1,อังคาร
606 177 951 340,16,5,2542,618818,18,818,16,1999-05-16,6,อาทิตย์
843 074 884 870,2,5,2542,691483,83,483,45,1999-05-02,6,อาทิตย์
686 003 715 184,16,4,2542,625094,94,94,35,1999-04-16,4,ศุกร์
394 432 067 859,1,4,2542,479957,57,957,92,1999-04-01,3,พฤหัสบดี
713 471 858 670,16,3,2542,577278,78,278,63,1999-03-16,1,อังคาร
089 418 606 415,2,3,2542,660214,14,214,58,1999-03-02,1,อังคาร
645 612 927 479,16,2,2542,307213,13,213,41,1999-02-16,1,อังคาร
456 091 404 782,1,2,2542,342860,60,860,69,1999-02-01,0,จันทร์
361 048 735 752,16,1,2542,190611,11,611,13,1999-01-16,5,เสาร์
186 543 854 976,30,12,2541,464147,47,147,50,1998-12-30,2,พุธ
778 094 924 983,16,12,2541,181813,13,813,55,1998-12-16,2,พุธ
306 175 498 560,1,12,2541,836569,69,569,58,1998-12-01,1,อังคาร
115 075 944 200,16,11,2541,270744,44,744,20,1998-11-16,0,จันทร์
480 763 785 794,1,11,2541,920846,46,846,29,1998-11-01,6,อาทิตย์
081 316 044 289,16,10,2541,261080,80,80,74,1998-10-16,4,ศุกร์
461 935 755 695,1,10,2541,987844,44,844,18,1998-10-01,3,พฤหัสบดี
806 286 728 470,16,9,2541,65720,20,720,65,1998-09-16,2,พุธ
782 584 401 311,1,9,2541,872795,95,795,96,1998-09-01,1,อังคาร
316 042 551 060,16,8,2541,81784,84,784,91,1998-08-16,6,อาทิตย์
724 464 644 677,1,8,2541,748493,93,493,22,1998-08-01,5,เสาร์
015 001 771 862,16,7,2541,599991,91,991,52,1998-07-16,3,พฤหัสบดี
012 401 904 935,1,7,2541,595123,23,123,65,1998-07-01,2,พุธ
076 101 606 314,16,6,2541,858076,76,76,19,1998-06-16,1,อังคาร
235 316 219 533,1,6,2541,820088,88,88,67,1998-06-01,0,จันทร์
014 649 781 530,16,5,2541,840043,43,43,63,1998-05-16,5,เสาร์
984 258 981 950,2,5,2541,663807,7,807,72,1998-05-02,5,เสาร์
802 946 143 325,16,4,2541,146573,73,573,17,1998-04-16,3,พฤหัสบดี
202 153 705 664,1,4,2541,496930,30,930,66,1998-04-01,2,พุธ
454 563 882 786,16,3,2541,572701,1,701,79,1998-03-16,0,จันทร์
260 852 943 506,1,3,2541,236864,64,864,74,1998-03-01,6,อาทิตย์
867 285 127 562,16,2,2541,612897,97,897,69,1998-02-16,0,จันทร์
460 234 356 213,1,2,2541,665959,59,959,48,1998-02-01,6,อาทิตย์
381 685 788 941,16,1,2541,947195,95,195,34,1998-01-16,4,ศุกร์
425 185 833 792,30,12,2540,675704,4,704,65,1997-12-30,1,อังคาร
044 327 977 788,16,12,2540,294240,40,240,71,1997-12-16,1,อังคาร
975 762 142 408,1,12,2540,241559,59,559,86,1997-12-01,0,จันทร์
392 982 677 168,16,11,2540,875462,62,462,99,1997-11-16,6,อาทิตย์
539 573 730 038,1,11,2540,974201,1,201,39,1997-11-01,5,เสาร์
830 877 283 064,16,10,2540,405124,24,124,98,1997-10-16,3,พฤหัสบดี
280 356 459 125,1,10,2540,444413,13,413,24,1997-10-01,2,พุธ
808 689 746 698,16,9,2540,527514,14,514,98,1997-09-16,1,อังคาร
251 335 687 935,1,9,2540,83537,37,537,59,1997-09-01,0,จันทร์
132 319 658 716,16,8,2540,156967,67,967,30,1997-08-16,5,เสาร์
235 957 596 569,1,8,2540,54272,72,272,31,1997-08-01,4,ศุกร์
797 145 414 440,16,7,2540,509691,91,691,67,1997-07-16,2,พุธ
982 623 750 944,1,7,2540,676573,73,573,11,1997-07-01,1,อังคาร
909 620 412 092,16,6,2540,537146,46,146,61,1997-06-16,0,จันทร์
635 769 982 504,1,6,2540,643997,97,997,24,1997-06-01,6,อาทิตย์
507 918 784 060,16,5,2540,88067,67,67,52,1997-05-16,4,ศุกร์
510 621 896 769,2,5,2540,388437,37,437,38,1997-05-02,4,ศุกร์
025 656 056 728,16,4,2540,551450,50,450,92,1997-04-16,2,พุธ
654 165 279 085,1,4,2540,617629,29,629,52,1997-04-01,1,อังคาร
426 162 880 015,16,3,2540,100474,74,474,36,1997-03-16,6,อาทิตย์
444 822 705 214,1,3,2540,976779,79,779,98,1997-03-01,5,เสาร์
148 414 791 364,16,2,2540,499884,84,884,94,1997-02-16,6,อาทิตย์
716 247 533 315,1,2,2540,750792,92,792,57,1997-02-01,5,เสาร์
402 771 703 079,16,1,2540,151995,95,995,47,1997-01-16,3,พฤหัสบดี
612 257 020 381,30,12,2539,879454,54,454,26,1996-12-30,0,จันทร์
879 314 158 584,16,12,2539,593856,56,856,44,1996-12-16,0,จันทร์
381 755 608 438,1,12,2539,179528,28,528,66,1996-12-01,6,อาทิตย์
822 365 920 566,16,11,2539,951088,88,88,21,1996-11-16,5,เสาร์
168 349 580 577,1,11,2539,512694,94,694,24,1996-11-01,4,ศุกร์
290 432 255 964,16,10,2539,198019,19,19,18,1996-10-16,2,พุธ
082 270 865 824,1,10,2539,947788,88,788,97,1996-10-01,1,อังคาร
089 166 544 484,16,9,2539,814368,68,368,59,1996-09-16,0,จันทร์
889 818 976 400,1,9,2539,470136,36,136,2,1996-09-01,6,อาทิตย์
392 666 927 501,16,8,2539,352768,68,768,19,1996-08-16,4,ศุกร์
389 932 609 875,1,8,2539,151091,91,91,61,1996-08-01,3,พฤหัสบดี
646 650 833 669,16,7,2539,332687,87,687,91,1996-07-16,1,อังคาร
771 547 281 010,1,7,2539,625379,79,379,76,1996-07-01,0,จันทร์
666 298 094 543,16,6,2539,318311,11,311,21,1996-06-16,6,อาทิตย์
649 118 735 916,1,6,2539,869656,56,656,81,1996-06-01,5,เสาร์
422 126 961 584,17,5,2539,978140,40,140,75,1996-05-17,4,ศุกร์
321 443 718 523,2,5,2539,247351,51,351,54,1996-05-02,3,พฤหัสบดี
175 234 661 978,16,4,2539,49584,84,584,77,1996-04-16,1,อังคาร
435 222 155 052,1,4,2539,660765,65,765,90,1996-04-01,0,จันทร์
701 338 839 278,16,3,2539,19128,28,128,27,1996-03-16,5,เสาร์
